Date,Temperature,Humidity,Wind Speed,Pressure,Solar Radiation,Rainfall
2023-01-01 00:00:00,11.25162864836,69.2312474641818,5.24069983075434,1018.40310604477,0,0
2023-01-01 01:00:00,11.2757669655078,57.8858234139105,6.44091379015214,1016.8936989268,241.45612211525,0.305126287695299
2023-01-01 02:00:00,14.0535774185389,57.0354454568553,3.28282754874003,1015.19253077854,334.591294501904,0.394140151000044
2023-01-01 03:00:00,16.8397939610863,64.4746521098025,8.39103163849971,1016.18943028713,508.220644697091,0.0745022843067489
2023-01-01 04:00:00,14.120020611813,62.6183014571977,0.905666229673058,1013.90086177749,677.898558245179,0.148700137666121
2023-01-01 05:00:00,14.6195555598845,60.4143633002889,7.91081896434406,1014.51056528648,704.460475864371,0.217687421286226
2023-01-01 06:00:00,18.4166259733523,65.8698264332962,4.90962894314968,1014.10512615576,704.976486052167,0
2023-01-01 07:00:00,16.6226989320887,62.6259474444002,7.00515962854319,1012.99969377186,698.066803050267,0.251775359514758
2023-01-01 08:00:00,13.6493785893898,63.4375976397523,5.72768086858523,1016.76686941916,680.684593605113,0.293698207208694
2023-01-01 09:00:00,14.8788543354422,66.4597160360542,5.6920688218216,1014.806410531,597.211965765512,0
2023-01-01 10:00:00,11.8313649567126,62.2087725469259,6.10850895205304,1008.59642484447,432.568326719641,0.0368593471612694
2023-01-01 11:00:00,10.6208360607096,72.532176897008,6.61810857817556,1015.64437192761,286.451007708971,0.265093330443074
2023-01-01 12:00:00,10.7421248854696,60.6886994411002,4.34233834682552,1014.2362353319,5.08325587854312,0.129510722645652
2023-01-01 13:00:00,5.13754462750932,70.7158730179558,7.06959826105247,1016.05706734458,11.8100256164414,0.111385707241954
2023-01-01 14:00:00,,,,1012.47896543193,0,0.121555475905615
2023-01-01 15:00:00,5.59809137792284,60.3144768646781,4.98933885334775,1017.05870156884,0,0.0930513072066565
2023-01-01 16:00:00,3.90241108274648,66.3321185793645,6.67193984854455,1012.69295724567,104.027266579761,0.178841040799931
2023-01-01 17:00:00,6.05706587608273,72.6825040263864,6.99003515923178,1016.619398433,13.0675718627516,0.0781129964727026
2023-01-01 18:00:00,3.4421521912951,74.0651466430076,5.9215776965228,1010.71764242025,17.4137134547061,0.202568807132398
2023-01-01 19:00:00,2.6039638082216,67.840540093948,4.21321512408853,1011.06372972951,0,0.0452890781580217
2023-01-01 20:00:00,8.85937086125844,61.8969591009865,6.79341555673741,1016.01026261605,20.5211137452534,0.283506579484409
2023-01-01 21:00:00,6.27111383543171,71.644122193938,3.66126752176249,1011.34113303128,32.9165989661732,0.304285383738626
